playerID,year,stint,tmID,GP_player,GS,minutes,points,oRebounds,dRebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,pos,height,weight,college,birthDate,award,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,won,lost,GP_team,homeW,homeL,awayW,awayL,confW,confL,min,attend,arena,W,L,PER,TS%,eFG%,stocks,dar
bonfisu01w,3,0,PHO,22,6,306,105,16,21,23,12,0,18,35,89,43,25,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,68.0,145,0,1974-09-08,[],WE,7,0,001,001,001,793,1889,405,538,100,328,292,626,918,427,623,267,501,94,2091,850,1870,436,608,155,388,309,692,1001,532,600,268,491,127,2291,11,21,32,10,6,1,15,7,14,6400,139798,US Airways Center,0.0,0.0,4.202734203200386,13.018638573743923,11.980769580973542,2.9756888168557536,0.16013071895424835
bonnede01w,10,0,PHO,34,0,724,381,70,126,13,23,25,34,70,278,127,154,125,13,2,0,11,0,186,97,17,30,3,5,6,7,13,69,34,35,29,1,0,0,G,76.0,136,1,1987-08-21,['Sixth Woman of the Year'],WE,1,1,100,100,100,1128,2454,643,752,257,665,284,906,1190,625,740,225,500,181,3156,1094,2582,638,851,205,608,421,864,1285,607,671,260,460,143,3031,23,11,34,12,5,11,6,13,7,6900,144884,US Airways Center,7.0,4.0,15.420825137649555,32.3253798552054,27.01398038781293,28.162074554294975,0.3370165745856354
bowenli01w,8,0,NYL,6,1,37,9,0,2,1,0,0,4,0,10,3,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,67.0,145,1,1983-10-25,[],EA,4,1,010,001,001,870,2087,430,580,243,653,287,788,1075,500,618,289,612,109,2413,920,2223,471,619,190,589,378,837,1215,509,608,321,562,115,2501,16,18,34,10,7,6,11,10,10,6850,147866,Madison Square Garden (IV),1.0,2.0,0.1047088529403038,1.3492706645056727,1.3492706645056727,0.0,0.05405405405405406
boydca01w,2,0,DET,21,0,230,75,10,16,14,11,2,16,32,67,23,20,18,36,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,73.0,172,0,1975-10-31,[],EA,7,0,001,001,001,774,1914,412,542,143,405,324,621,945,469,602,225,498,82,2103,848,1837,446,583,127,340,279,702,981,438,591,262,483,109,2269,10,22,32,6,10,4,12,7,14,6550,109348,The Palace of Auburn Hills,0.0,0.0,2.7567353503266077,9.220930282283414,7.92834853286243,2.4230145867098867,0.16956521739130434
braxtka01w,6,0,DET,33,2,455,227,42,58,14,18,13,52,78,210,97,60,33,1,0,0,2,0,36,15,4,3,2,0,0,3,5,18,5,6,5,0,0,0,F-C,78.0,210,1,1983-02-18,[],EA,4,1,010,001,001,831,2060,509,774,76,238,412,803,1215,474,761,241,571,155,2247,784,1945,565,754,154,456,273,745,1018,473,744,272,520,136,2287,16,18,34,12,5,4,13,11,9,6925,159356,The Palace of Auburn Hills,0.0,2.0,9.234657725591502,17.702908566366926,17.03133441383036,11.430307941653162,0.2879120879120879
braxtka01w,7,0,DET,34,1,359,146,42,75,26,11,11,53,83,143,58,48,30,2,0,1,10,0,123,50,8,20,6,8,4,18,27,52,22,11,6,0,0,0,F-C,78.0,210,1,1983-02-18,[],EA,2,1,100,100,100,919,2220,553,746,136,414,406,880,1286,572,711,213,537,137,2527,840,2165,529,702,175,561,324,760,1084,474,733,275,506,108,2384,23,11,34,14,3,9,8,14,6,6825,159453,The Palace of Auburn Hills,7.0,3.0,5.108313751762406,12.940189630783658,11.799707585769175,6.400324149108591,0.3871866295264624
braxtka01w,8,0,DET,31,20,545,207,54,112,16,14,16,62,91,188,84,58,39,0,0,2,11,0,170,77,21,39,5,3,8,20,29,64,30,24,17,1,0,0,F-C,78.0,210,1,1983-02-18,[],EA,1,1,100,100,010,972,2261,595,785,158,442,380,931,1311,563,702,227,564,117,2697,895,2262,547,718,203,610,309,780,1089,546,767,276,529,117,2540,24,10,34,12,5,12,5,14,6,6850,165738,The Palace of Auburn Hills,6.0,5.0,8.584204860426356,21.40834680918378,19.733439084106347,13.249594813614262,0.3596330275229358
braxtka01w,9,0,DET,33,10,590,295,48,120,27,14,24,54,84,258,107,109,81,2,0,1,9,9,180,77,20,28,9,4,5,17,22,64,32,20,13,0,0,0,F-C,78.0,210,1,1983-02-18,[],EA,1,1,100,100,100,974,2295,556,744,168,476,405,843,1248,604,724,278,496,118,2672,872,2151,563,740,215,616,324,761,1085,520,762,229,572,119,2522,22,12,34,14,3,8,9,16,4,6875,162669,The Palace of Auburn Hills,7.0,2.0,10.981750016234912,23.049643887305955,19.82900506325933,18.168557536466775,0.34915254237288135
braxtka01w,10,0,DET,28,2,504,252,66,101,41,19,18,51,79,201,106,62,40,0,0,0,5,0,96,48,12,22,7,4,7,12,10,37,20,14,8,0,0,0,F-C,78.0,210,1,1983-02-18,[],EA,3,1,100,010,001,980,2277,539,721,153,436,373,853,1226,575,766,261,546,97,2652,902,2201,632,813,208,611,320,781,1101,524,716,279,531,110,2644,18,16,34,11,6,7,10,11,11,6975,136069,The Palace of Auburn Hills,3.0,2.0,10.333293235245282,22.5433294549416,21.538982558842743,15.111831442463535,0.40476190476190477
brazian01w,1,0,CHA,22,3,203,51,16,18,5,5,0,17,24,49,19,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,74.0,169,1,1976-09-18,[],EA,8,0,001,001,001,812,1903,431,577,131,386,305,630,935,551,713,222,496,90,2186,879,1930,533,716,138,423,326,664,990,596,596,259,426,123,2429,8,24,32,5,11,3,13,5,16,6475,90963,Charlotte Coliseum,0.0,0.0,1.975430242634369,7.313275194455558,6.378791386895115,0.8225283630470016,0.1921182266009852
brazian01w,2,0,IND,23,0,341,127,21,56,7,9,13,20,27,115,50,35,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,74.0,169,1,1976-09-18,[],EA,6,0,001,001,001,762,1822,472,591,157,446,286,649,935,458,600,242,491,118,2153,853,1899,412,583,131,367,306,660,966,565,616,256,466,140,2249,10,22,32,7,9,3,13,7,14,6475,138922,Conseco Fieldhouse,0.0,0.0,5.802879284119448,13.45660031221724,12.014657177084068,6.079416531604538,0.2903225806451613
bristre01w,2,0,CHA,1,0,5,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,70.0,139,1,1978-02-10,[],EA,4,1,100,100,010,746,1780,410,528,153,428,309,639,948,467,605,217,474,114,2055,732,1846,431,562,114,369,344,567,911,443,579,257,447,124,2009,18,14,32,11,5,7,9,15,6,6500,105525,Charlotte Coliseum,4.0,4.0,0.0,0.0,0.0,0.0,0.4
brogami01w,1,0,PHO,28,23,725,211,40,71,49,30,6,36,88,137,70,79,63,25,8,0,2,2,52,22,0,9,1,1,1,3,5,13,5,14,11,4,1,0,F,73.0,177,0,1973-02-08,[],WE,4,1,010,001,001,803,1800,513,661,124,394,275,619,894,465,630,285,429,91,2243,773,1828,421,574,135,416,334,635,969,486,699,224,531,91,2102,20,12,32,11,5,9,7,11,10,6425,161075,US Airways Center,0.0,2.0,10.289781468426341,36.087207358048886,31.734670941333743,21.150729335494326,0.20275862068965517
brondsa01w,2,0,MIA,29,29,850,367,10,40,63,28,4,36,61,344,142,70,57,66,26,0,3,3,107,34,1,9,7,2,0,3,5,36,13,6,5,10,3,0,G,67.0,136,1,1968-08-20,[],EA,3,1,010,001,001,754,1826,356,469,93,295,292,651,943,467,602,300,448,153,1957,679,1725,420,588,120,395,301,667,968,388,538,259,512,87,1898,20,12,32,10,6,10,6,14,7,6575,141717,AmericanAirlines Arena,1.0,2.0,12.549932048033995,33.72409099007315,31.036806000527687,22.042139384116695,0.09647058823529411
brondsa01w,3,0,MIA,30,23,763,263,7,34,46,26,4,40,40,266,97,67,55,44,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,67.0,136,1,1968-08-20,[],EA,6,0,001,001,001,774,1856,369,529,129,389,296,573,869,476,643,274,435,96,2046,745,1722,469,614,129,382,278,693,971,446,588,222,515,104,2088,15,17,32,9,7,6,10,11,10,6475,141252,AmericanAirlines Arena,0.0,0.0,7.961613224260878,27.517377433175238,24.174699309050585,18.549432739059966,0.09305373525557012
brondsa01w,4,0,SEA,34,34,975,280,19,37,69,31,2,37,58,282,117,31,25,48,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,67.0,136,1,1968-08-20,[],WE,5,0,001,001,001,890,2045,442,567,166,500,342,732,1074,548,644,232,465,138,2388,844,2039,441,591,145,437,352,689,1041,456,570,245,459,104,2274,18,16,34,13,4,5,12,11,13,6850,120857,KeyArena at Seattle Center,0.0,0.0,10.175963315639715,37.41573647216916,35.72321459360668,26.073743922204212,0.09128205128205129
brownco01w,4,0,IND,30,2,522,186,11,30,31,21,4,36,30,164,61,33,28,100,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,69.0,150,1,1980-10-21,[],EA,5,0,001,001,001,839,2011,449,563,210,600,334,654,988,539,668,299,474,121,2337,837,1908,490,638,157,421,309,677,986,570,631,227,512,170,2321,16,18,34,11,6,5,12,12,12,6875,141778,Conseco Fieldhouse,0.0,0.0,6.4696437522358385,22.036946316390008,20.37692216468356,10.575364667747165,0.12643678160919541
brownco01w,5,0,IND,26,0,398,104,10,24,41,7,1,31,31,108,37,16,10,56,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,69.0,150,1,1980-10-21,[],EA,6,0,001,001,001,791,2011,450,580,166,481,396,705,1101,555,639,261,486,134,2198,804,1865,516,695,121,352,281,688,969,514,603,268,466,162,2245,15,19,34,10,7,5,12,8,12,6850,128989,Conseco Fieldhouse,0.0,0.0,2.8496866998952974,14.578820304628028,14.035956540008403,2.580226904376013,0.10552763819095477
brownco01w,6,0,IND,6,0,23,6,0,2,3,1,0,3,1,5,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,69.0,150,1,1980-10-21,[],EA,2,1,100,010,001,784,1958,452,595,150,468,341,671,1012,493,668,336,477,95,2170,775,1798,460,642,123,367,279,711,990,435,644,234,558,113,2133,21,13,34,14,3,7,10,14,6,6925,142494,Conseco Fieldhouse,2.0,2.0,0.17201063581123696,1.1183144246353323,1.1183144246353323,0.018638573743922204,0.13043478260869565
brownco01w,7,0,CHI,15,2,252,48,4,18,26,10,0,18,12,59,16,8,4,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,69.0,150,1,1980-10-21,[],EA,7,0,001,001,001,858,2175,449,643,157,536,357,680,1037,509,674,277,527,125,2322,971,2147,545,736,200,536,379,860,1239,623,584,262,535,120,2687,5,29,34,3,14,2,15,4,16,6800,57635,UIC Pavilion,0.0,0.0,1.116816691170378,7.839306656877903,7.614757025519875,2.0421393841166937,0.12698412698412698
browned01w,1,0,DET,32,7,619,188,36,52,72,24,5,68,77,168,60,80,67,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-F,69.0,163,1,1978-07-01,[],EA,5,0,001,001,001,868,1980,519,699,76,273,341,644,985,503,701,260,530,88,2331,905,1967,480,652,136,372,331,640,971,513,672,284,543,148,2426,14,18,32,8,8,6,10,10,11,6425,107289,The Palace of Auburn Hills,0.0,0.0,6.071531362495595,23.204896693423855,18.06431851508837,14.547001620745544,0.1890145395799677
browned01w,2,0,DET,32,14,800,237,31,70,87,33,7,68,83,232,85,60,47,53,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-F,69.0,163,1,1978-07-01,[],EA,7,0,001,001,001,774,1914,412,542,143,405,324,621,945,469,602,225,498,82,2103,848,1837,446,583,127,340,279,702,981,438,591,262,483,109,2269,10,22,32,6,10,4,12,7,14,6550,109348,The Palace of Auburn Hills,0.0,0.0,8.166329391199067,29.73039424760777,26.546694237970158,25.931928687196113,0.17625
browned01w,3,0,DET,28,7,549,115,29,53,58,25,7,60,73,131,43,32,23,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-F,69.0,163,1,1978-07-01,[],EA,8,0,001,001,001,766,1919,472,651,110,364,360,719,1079,478,609,201,541,132,2114,828,1984,464,605,146,447,314,669,983,465,637,277,443,139,2266,9,23,32,7,9,2,14,6,15,6450,94171,The Palace of Auburn Hills,0.0,0.0,3.642375479345164,17.632645756502082,15.622254939562273,14.236628849270664,0.20765027322404372
browned01w,4,0,PHO,34,6,524,118,29,42,62,30,7,47,44,152,41,44,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-F,69.0,163,1,1978-07-01,[],WE,7,0,001,001,001,801,2095,379,556,116,349,357,643,1000,461,664,310,479,111,2097,834,1867,466,626,136,371,303,811,1114,509,667,275,610,146,2270,8,26,34,6,11,2,15,5,19,6925,144511,US Airways Center,0.0,0.0,3.89883395662474,14.620380837370064,11.453979356819925,15.711507293354943,0.20610687022900764
browned01w,7,0,HOU,4,0,28,4,1,3,1,1,0,2,2,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G-F,69.0,163,1,1978-07-01,[],WE,3,1,010,001,001,928,2098,482,678,169,472,303,822,1125,532,617,252,566,84,2507,928,2232,445,615,148,496,337,787,1124,526,705,298,519,89,2449,18,16,34,12,5,6,11,11,9,6925,130586,Toyota Center,0.0,2.0,0.10897461809176108,0.7717835918808366,0.45380875202593196,0.022690437601296597,0.17857142857142858
brownki01w,3,0,WAS,18,0,108,28,4,8,6,5,0,5,10,35,12,3,3,11,1,0,2,0,15,6,0,1,1,2,0,0,3,6,3,0,0,2,0,0,G,70.0,134,1,1979-01-13,[],EA,3,1,100,010,001,806,1910,359,478,164,443,330,708,1038,516,583,221,455,94,2135,786,1903,397,538,147,446,309,680,989,442,570,237,441,101,2116,17,15,32,9,7,8,8,12,9,6450,259237,Verizon Center,3.0,2.0,1.0181838373805483,3.3735782777258154,3.1257235471173885,0.4376012965964344,0.1574074074074074
brownki01w,4,0,WAS,27,0,269,60,6,26,28,13,1,22,23,72,24,3,2,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,70.0,134,1,1979-01-13,[],EA,7,0,001,001,001,896,2191,381,507,157,505,382,703,1085,568,676,213,462,99,2330,909,2033,509,691,171,482,334,781,1115,591,565,251,468,119,2498,9,25,34,3,14,6,11,7,17,6875,238710,Verizon Center,0.0,0.0,2.0384804208420255,8.919405708950176,8.780163875382677,3.0518638573743924,0.17100371747211895
brownki01w,5,0,WAS,26,0,371,104,9,41,42,13,2,33,21,88,35,24,21,28,13,0,2,0,3,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,G,70.0,134,1,1979-01-13,[],EA,4,1,010,001,001,873,2088,474,661,105,283,337,726,1063,467,652,255,424,128,2325,864,2013,510,686,146,425,336,770,1106,534,627,237,492,111,2384,17,17,34,11,6,6,11,9,11,6850,214448,Verizon Center,1.0,2.0,3.7297067050618478,15.862126123471343,14.178300427287464,4.509724473257699,0.1752021563342318
brownki01w,6,2,HOU,4,0,18,0,0,1,2,1,0,2,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,2,2,0,0,0,G,70.0,134,1,1979-01-13,[],WE,3,1,100,010,001,860,1920,527,690,62,205,276,684,960,467,581,246,425,105,2309,848,1944,419,559,148,423,274,687,961,541,685,197,481,111,2263,19,15,34,11,6,8,9,11,11,6875,120676,Toyota Center,2.0,3.0,0.02824794824533608,0.0,0.0,0.014586709886547812,0.1111111111111111
brownki01w,6,1,WAS,2,0,14,2,0,0,0,2,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,70.0,134,1,1979-01-13,[],EA,5,0,001,001,001,847,1968,388,546,181,510,266,677,943,517,697,260,435,76,2263,833,1872,489,648,150,433,267,757,1024,545,638,205,504,108,2305,16,18,34,10,7,6,11,9,11,6900,171501,Verizon Center,0.0,0.0,0.021970626413039172,0.5672609400324149,0.5672609400324149,0.022690437601296597,0.14285714285714285
brownki01w,7,0,NYL,16,0,58,20,2,6,9,2,0,3,7,20,6,8,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,70.0,134,1,1979-01-13,[],EA,5,0,001,001,001,822,2069,512,650,216,645,285,736,1021,475,674,252,576,112,2372,966,2153,553,722,171,461,341,832,1173,508,668,270,485,134,2656,11,23,34,7,10,4,13,7,13,6875,155048,Madison Square Garden (IV),0.0,0.0,0.5742457207361729,1.9983682289771663,1.5275526742301457,0.0940032414910859,0.1724137931034483
brownki01w,8,2,LAS,27,0,327,131,8,31,48,12,3,25,21,99,39,40,35,40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,70.0,134,1,1979-01-13,[],WE,7,0,001,001,001,940,2305,493,627,160,456,356,783,1139,554,732,245,571,107,2533,954,2212,609,800,191,537,343,836,1179,616,605,290,550,137,2708,10,24,34,5,12,5,12,6,16,6900,147810,Staples Center,0.0,0.0,4.384561573979936,14.885908409806765,12.848091940474436,3.974878444084279,0.1651376146788991
brownki01w,8,1,MIN,3,0,29,11,2,3,2,1,1,2,5,9,2,8,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,70.0,134,1,1979-01-13,[],WE,6,0,001,001,001,971,2355,531,674,163,496,397,785,1182,596,713,238,561,95,2636,988,2195,614,785,162,461,318,800,1118,565,645,279,529,147,2752,10,24,34,7,10,3,14,8,14,6875,121019,Target Center,0.0,0.0,0.3888449102306365,1.0323838422543379,0.652800288132541,0.04700162074554295,0.2413793103448276
brownki01w,9,0,LAS,32,17,530,158,8,51,66,19,0,39,41,146,52,34,31,67,23,0,4,3,32,14,1,0,2,0,0,1,1,14,6,1,1,3,1,0,G,70.0,134,1,1979-01-13,[],WE,3,1,100,010,001,954,2248,539,717,151,485,386,896,1282,613,713,251,608,216,2598,888,2310,562,751,185,547,359,768,1127,513,717,303,523,141,2523,20,14,34,12,5,8,9,12,8,7000,161639,Staples Center,3.0,3.0,4.619379009764998,21.07996268740877,18.6802024821829,8.160453808752026,0.1471698113207547
brownki01w,10,0,CON,34,0,393,130,9,46,38,13,3,29,35,123,47,22,18,54,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,70.0,134,1,1979-01-13,[],EA,6,0,001,001,001,966,2381,517,692,202,639,358,826,1184,608,677,250,453,130,2651,953,2236,591,746,157,488,329,945,1274,525,684,248,549,125,2654,16,18,34,12,5,4,13,10,12,6975,115496,Mohegan Sun Arena,0.0,0.0,3.737923364381045,15.602180017580471,14.499743052535873,5.095623987034036,0.1806615776081425
brownru01w,1,0,CLE,30,22,679,253,54,70,44,38,13,59,81,187,93,78,66,2,1,0,6,6,167,63,19,15,10,17,2,17,17,45,21,24,21,1,0,0,F,74.0,175,1,1972-05-05,[],EA,2,1,100,010,001,809,1828,426,570,141,407,331,603,934,539,647,259,538,91,2185,774,1761,455,583,119,368,277,596,873,540,693,305,552,95,2122,17,15,32,13,3,4,12,13,8,6500,137532,Quicken Loans Arena,3.0,3.0,11.828335552274433,31.450277266707698,27.512155591572125,28.062398703403566,0.25773195876288657
brownru01w,2,0,CLE,30,24,760,249,49,83,37,44,10,37,73,195,101,63,46,1,1,1,3,1,62,25,2,6,5,4,2,3,9,15,10,6,5,0,0,0,F,74.0,175,1,1972-05-05,[],EA,1,1,010,001,001,763,1770,372,505,106,335,297,662,959,503,532,267,444,83,2004,664,1745,328,444,132,417,297,594,891,434,597,225,496,127,1788,22,10,32,14,2,8,8,15,6,6425,147373,Quicken Loans Arena,1.0,2.0,12.663711996843599,34.427744089867545,32.057515687985706,33.25769854132901,0.24473684210526317
brownru01w,3,0,CLE,28,2,468,112,29,46,27,21,8,39,54,105,42,38,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,74.0,175,1,1972-05-05,[],EA,7,0,001,001,001,760,1820,430,553,121,374,295,674,969,480,567,221,451,83,2071,797,1834,397,521,149,441,278,640,918,530,613,242,428,109,2140,10,22,32,4,12,6,10,7,14,6550,149084,Quicken Loans Arena,0.0,0.0,4.6720749965814585,17.448446923113387,15.170178282009726,10.998379254457051,0.2222222222222222
brownru01w,4,0,CHA,34,5,483,125,34,49,16,29,10,35,88,116,53,23,19,2,0,1,2,1,46,7,3,5,4,2,0,4,4,7,3,2,1,0,0,0,F,74.0,175,1,1972-05-05,[],EA,2,1,010,001,001,787,1881,456,590,187,517,342,629,971,499,697,279,497,115,2217,790,1902,477,667,138,407,386,621,1007,491,606,264,469,104,2195,18,16,34,13,4,5,12,12,12,6850,120061,Charlotte Coliseum,0.0,2.0,6.266547531424056,19.396707928082694,17.883390152573632,15.264991896272285,0.2525879917184265
brumfma01w,1,0,MIN,32,17,613,124,22,38,42,22,2,40,70,101,47,42,29,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G,68.0,133,1,1978-06-06,[],WE,6,0,001,001,001,770,1831,449,592,204,571,258,612,870,495,690,237,497,63,2193,755,1758,514,702,164,481,300,677,977,472,707,275,547,130,2188,15,17,32,8,8,7,9,5,16,6425,116638,Target Center,0.0,0.0,4.865973595041157,25.77755904977756,23.362405122197792,11.922204213938413,0.1370309951060359
brumfma01w,2,0,MIA,27,0,247,44,8,17,32,20,0,24,27,60,17,5,5,15,5,0,2,0,4,2,0,0,0,1,0,0,0,2,1,0,0,1,0,0,G,68.0,133,1,1978-06-06,[],EA,3,1,010,001,001,754,1826,356,469,93,295,292,651,943,467,602,300,448,153,1957,679,1725,420,588,120,395,301,667,968,388,538,259,512,87,1898,20,12,32,10,6,10,6,14,7,6575,141717,AmericanAirlines Arena,1.0,2.0,1.4569712043835095,7.079687524428438,6.505267423014587,4.003241491085899,0.18218623481781376
brumfma01w,4,0,CHA,25,0,123,18,1,9,14,1,1,6,13,16,6,6,6,3,0,0,2,0,7,3,0,0,1,0,0,1,1,2,1,2,1,0,0,0,G,68.0,133,1,1978-06-06,[],EA,2,1,010,001,001,787,1881,456,590,187,517,342,629,971,499,697,279,497,115,2217,790,1902,477,667,138,407,386,621,1007,491,606,264,469,104,2195,18,16,34,13,4,5,12,12,12,6850,120061,Charlotte Coliseum,0.0,2.0,0.5177088658820075,4.812675203984391,3.737844408427877,0.1993517017828201,0.0975609756097561
brungje01w,5,0,CON,33,0,314,50,10,27,27,4,4,12,21,59,18,5,4,38,10,0,8,0,101,8,5,8,5,1,0,2,5,15,3,0,0,10,2,0,F,73.0,165,1,1982-04-16,[],EA,1,1,100,100,010,876,2051,434,590,149,467,321,724,1045,572,610,299,462,96,2335,858,1996,443,599,145,384,306,757,1063,565,627,239,492,113,2304,18,16,34,10,7,8,9,14,6,6900,114017,Mohegan Sun Arena,5.0,3.0,1.9906727331431207,10.394487346532346,9.919512128121308,2.0356564019448946,0.14331210191082802
brungje01w,6,0,CON,12,0,47,2,1,5,2,0,0,2,4,9,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,73.0,165,1,1982-04-16,[],EA,1,1,100,100,010,916,2025,512,688,130,373,322,788,1110,573,624,236,452,130,2474,835,2100,452,599,122,400,350,728,1078,495,675,258,442,79,2244,26,8,34,14,3,12,5,13,7,6800,121944,Mohegan Sun Arena,5.0,3.0,-0.05863561802052135,0.42319466954799206,0.42319466954799206,0.0,0.1276595744680851
brungje01w,7,0,CON,4,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,73.0,165,1,1982-04-16,[],EA,1,1,100,010,001,982,2216,545,675,174,510,342,926,1268,630,530,252,514,153,2683,948,2357,358,500,163,508,370,783,1153,528,646,273,486,103,2417,26,8,34,14,3,12,5,15,5,6825,126096,Mohegan Sun Arena,3.0,2.0,0.0,0.0,0.0,0.0,0.0
brunsre01w,5,0,SAC,34,1,494,151,42,80,19,23,13,29,48,140,59,46,33,0,0,0,6,0,80,19,8,9,3,2,4,3,5,20,7,7,5,0,0,0,F,75.0,175,1,1981-12-11,[],WE,4,1,100,010,001,874,2072,435,604,129,365,389,635,1024,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,986,513,646,241,593,117,2241,18,16,34,10,7,8,9,12,10,6900,147544,ARCO Arena (II),3.0,3.0,8.002754892900526,18.862002781888755,16.87080342671915,14.411669367909237,0.31983805668016196
brunsre01w,6,0,SAC,34,16,722,265,75,112,16,28,15,42,61,246,105,92,55,0,0,0,8,8,194,55,13,31,10,5,4,9,27,56,25,11,5,0,0,0,F,75.0,175,1,1981-12-11,[],WE,1,1,100,100,100,853,1986,494,721,129,360,369,674,1043,527,684,304,500,108,2329,751,1823,478,653,113,376,273,694,967,463,723,235,622,132,2093,25,9,34,15,2,10,7,17,5,6800,145213,ARCO Arena (II),7.0,1.0,13.80585703851537,27.060985473032755,24.97331699410997,25.158833063209073,0.3185595567867036
brunsre01w,7,0,SAC,34,14,597,232,77,114,17,21,15,40,65,204,94,75,44,0,0,0,9,0,154,54,9,23,5,3,6,9,16,54,18,28,18,1,0,0,F,75.0,175,1,1981-12-11,[],WE,2,1,100,100,010,919,2190,542,741,157,461,418,720,1138,509,670,330,542,88,2537,872,2021,504,661,156,507,294,725,1019,507,687,244,633,143,2404,21,13,34,14,3,7,10,10,10,6875,147739,ARCO Arena (II),6.0,3.0,11.056227219074334,23.679297540159613,22.292401563542757,17.416531604538086,0.38023450586264657
brunsre01w,8,0,SAC,33,29,932,378,130,165,24,44,31,58,78,298,141,140,96,4,0,0,3,3,88,45,4,15,1,3,5,2,3,31,19,10,7,0,0,0,F,75.0,175,1,1981-12-11,[],WE,3,1,010,001,001,901,2214,572,745,153,429,452,723,1175,537,642,325,611,101,2527,891,2081,512,664,186,547,308,718,1026,542,689,274,649,141,2480,19,15,34,12,5,7,10,12,10,6950,142575,ARCO Arena (II),1.0,2.0,20.249683372159282,39.69564598157867,35.73580759901232,56.645056726094005,0.3969957081545064
brunsre01w,9,0,SAC,30,30,779,327,87,126,13,36,20,51,82,270,135,85,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F,75.0,175,1,1981-12-11,[],WE,4,1,010,001,001,883,2159,611,816,168,438,388,721,1109,473,690,319,586,77,2545,958,2128,469,622,186,542,308,767,1075,581,759,267,624,206,2571,18,16,34,13,4,5,12,9,11,6800,139066,ARCO Arena (II),1.0,2.0,15.196025882839647,33.57655940079867,31.564019448946517,35.3517017828201,0.3453145057766367
